country_code;year;population_growth
ABW;1961;2.238143931
ABW;1962;1.409621865
ABW;1963;0.832452558
ABW;1964;0.592649039
ABW;1965;0.573468248
ABW;1966;0.616990878
ABW;1967;0.587373201
ABW;1968;0.568529799
ABW;1969;0.580642385
ABW;1970;0.57221119
ABW;1971;0.636272958
ABW;1972;0.670693326
ABW;1973;0.671204938
ABW;1974;0.471968484
ABW;1975;0.212897716
ABW;1976;-0.117120177
ABW;1977;-0.363781075
ABW;1978;-0.436627544
ABW;1979;-0.204858378
ABW;1980;0.193211026
ABW;1981;0.780690671
ABW;1982;1.276347795
ABW;1983;1.385740854
ABW;1984;1.015708085
ABW;1985;0.301918203
ABW;1986;-0.607943306
ABW;1987;-1.303070407
ABW;1988;-1.226909428
ABW;1989;-0.076979146
ABW;1990;1.813641093
ABW;1991;3.902018236
ABW;1992;5.44027196
ABW;1993;6.068410306
ABW;1994;5.625997562
ABW;1995;4.616674713
ABW;1996;3.517889233
ABW;1997;2.669576442
ABW;1998;2.114385656
ABW;1999;1.960557913
ABW;2000;2.055026783
ABW;2001;2.22593013
ABW;2002;2.229056047
ABW;2003;2.109354335
ABW;2004;1.757352867
ABW;2005;1.30203884
ABW;2006;0.79954624
ABW;2007;0.384052418
ABW;2008;0.134267964
ABW;2009;0.095654625
ABW;2010;0.210708808
ABW;2011;0.370125352
ABW;2012;0.502430116
ABW;2013;0.582349411
ABW;2014;0.594397037
ABW;2015;0.544892394
ABW;2016;0.50761773
ABW;2017;0.469944453
ABW;2018;0.453575639
ABW;2019;0.442121959
AFG;1961;1.898475653
AFG;1962;1.965750511
AFG;1963;2.029893385
AFG;1964;2.090247673
AFG;1965;2.147566577
AFG;1966;2.171008785
AFG;1967;2.188107747
AFG;1968;2.254572124
AFG;1969;2.3847205
AFG;1970;2.536599489
AFG;1971;2.665192329
AFG;1972;2.714522752
AFG;1973;2.659115951
AFG;1974;2.47943603
AFG;1975;2.200780319
AFG;1976;1.98142011
AFG;1977;1.747838882
AFG;1978;1.281616595
AFG;1979;0.522259984
AFG;1980;-0.407546009
AFG;1981;-1.393544249
AFG;1982;-2.219656411
AFG;1983;-2.712947662
AFG;1984;-2.695480494
AFG;1985;-2.20436802
AFG;1986;-1.706772001
AFG;1987;-1.128040913
AFG;1988;0.116016612
AFG;1989;2.136354595
AFG;1990;4.476896508
AFG;1991;6.900156175
AFG;1992;8.546120196
AFG;1993;8.790888641
AFG;1994;7.659777033
AFG;1995;5.884256812
AFG;1996;4.019468195
AFG;1997;2.636538892
AFG;1998;1.94731853
AFG;1999;2.17043897
AFG;2000;2.975052846
AFG;2001;3.902805701
AFG;2002;4.496719561
AFG;2003;4.668361494
AFG;2004;4.321539296
AFG;2005;3.682731797
AFG;2006;2.990478094
AFG;2007;2.493842299
AFG;2008;2.268277145
AFG;2009;2.397020991
AFG;2010;2.74657628
AFG;2011;3.143125903
AFG;2012;3.407586974
AFG;2013;3.494589049
AFG;2014;3.355581661
AFG;2015;3.077083595
AFG;2016;2.778317409
AFG;2017;2.548346644
AFG;2018;2.3847611
AFG;2019;2.311817217
AGO;1961;1.393362766
AGO;1962;1.383629325
AGO;1963;1.256554783
AGO;1964;0.97396171
AGO;1965;0.617543973
AGO;1966;0.184283276
AGO;1967;-0.120652967
AGO;1968;-0.044881753
AGO;1969;0.546044668
AGO;1970;1.489917047
AGO;1971;2.521468087
AGO;1972;3.381711085
AGO;1973;3.898492612
AGO;1974;3.98923282
AGO;1975;3.81058451
AGO;1976;3.573055855
AGO;1977;3.432751989
AGO;1978;3.354067837
AGO;1979;3.374208831
AGO;1980;3.454405933
AGO;1981;3.523644107
AGO;1982;3.552888506
AGO;1983;3.567326642
AGO;1984;3.564244036
AGO;1985;3.547875982
AGO;1986;3.53169623
AGO;1987;3.514404774
AGO;1988;3.482401589
AGO;1989;3.434426879
AGO;1990;3.378480754
AGO;1991;3.324456291
AGO;1992;3.280311952
AGO;1993;3.246641936
AGO;1994;3.226144493
AGO;1995;3.21685908
AGO;1996;3.21423426
AGO;1997;3.217320072
AGO;1998;3.228941421
AGO;1999;3.249247377
AGO;2000;3.277203555
AGO;2001;3.301198182
AGO;2002;3.329256674
AGO;2003;3.37881111
AGO;2004;3.453013829
AGO;2005;3.537557154
AGO;2006;3.619574559
AGO;2007;3.68063537
AGO;2008;3.710531322
AGO;2009;3.703877683
AGO;2010;3.671462401
AGO;2011;3.634158626
AGO;2012;3.597774308
AGO;2013;3.551950467
AGO;2014;3.497492744
AGO;2015;3.438850684
AGO;2016;3.37827278
AGO;2017;3.322080998
AGO;2018;3.276133875
AGO;2019;3.242982603
ALB;1961;3.120855371
ALB;1962;3.056730503
ALB;1963;2.953748762
ALB;1964;2.880686426
ALB;1965;2.754021238
ALB;1966;2.63456388
ALB;1967;2.630190345
ALB;1968;2.84251071
ALB;1969;2.896083388
ALB;1970;2.550851178
ALB;1971;2.422972017
ALB;1972;2.494973107
ALB;1973;2.362552224
ALB;1974;2.297214176
ALB;1975;2.30115381
ALB;1976;2.208235255
ALB;1977;2.213252179
ALB;1978;2.075741895
ALB;1979;1.98945702
ALB;1980;2.047963861
ALB;1981;2.002974306
ALB;1982;2.113271783
ALB;1983;2.120885334
ALB;1984;2.103936618
ALB;1985;2.055994609
ALB;1986;1.933220811
ALB;1987;1.997039956
ALB;1988;1.886710529
ALB;1989;2.687861989
ALB;1990;1.799085593
ALB;1991;-0.602809679
ALB;1992;-0.606434726
ALB;1993;-0.610165793
ALB;1994;-0.613880507
ALB;1995;-0.617703658
ALB;1996;-0.621511399
ALB;1997;-0.625430097
ALB;1998;-0.629334393
ALB;1999;-0.633352274
ALB;2000;-0.637356834
ALB;2001;-0.938470428
ALB;2002;-0.299876697
ALB;2003;-0.374149169
ALB;2004;-0.417931378
ALB;2005;-0.511790116
ALB;2006;-0.630911245
ALB;2007;-0.755718755
ALB;2008;-0.767342959
ALB;2009;-0.673894046
ALB;2010;-0.496461963
ALB;2011;-0.269017332
ALB;2012;-0.16515104
ALB;2013;-0.183211385
ALB;2014;-0.207047
ALB;2015;-0.291205787
ALB;2016;-0.159880412
ALB;2017;-0.091972294
ALB;2018;-0.246732042
ALB;2019;-0.426007367
AND;1961;6.941532095
AND;1962;6.692697087
AND;1963;6.559521703
AND;1964;6.241510694
AND;1965;5.998799772
AND;1966;5.750877566
AND;1967;5.500705964
AND;1968;5.309819699
AND;1969;5.198286928
AND;1970;5.147542716
AND;1971;5.150129714
AND;1972;5.083933949
AND;1973;4.862724177
AND;1974;4.461191336
AND;1975;3.935750805
AND;1976;3.431724988
AND;1977;3.08012203
AND;1978;2.905117997
AND;1979;3.153933651
AND;1980;3.524382541
AND;1981;3.896261313
AND;1982;4.213952619
AND;1983;4.384243224
AND;1984;4.401653418
AND;1985;4.339443344
AND;1986;4.208397815
AND;1987;4.081769501
AND;1988;4.003001862
AND;1989;3.915665175
AND;1990;3.854362309
AND;1991;3.88967904
AND;1992;3.837471871
AND;1993;3.476100654
AND;1994;2.759621289
AND;1995;1.854202829
AND;1996;0.795573965
AND;1997;-0.051287233
AND;1998;-0.288007423
AND;1999;0.35483105
AND;2000;1.572165551
AND;2001;2.939992206
AND;2002;3.942573353
AND;2003;4.375449193
AND;2004;4.098923478
AND;2005;3.382416554
AND;2006;2.659984178
AND;2007;2.066338175
AND;2008;1.414647779
AND;2009;0.714097792
AND;2010;-0.016576679
AND;2011;-0.834745269
AND;2012;-1.588729602
AND;2013;-2.025792158
AND;2014;-1.95147048
AND;2015;-1.529058438
AND;2016;-0.919469738
AND;2017;-0.383673623
AND;2018;0.006493211
AND;2019;0.176453843
ARE;1961;8.677690744
ARE;1962;10.64532158
ARE;1963;10.98013088
ARE;1964;9.818305705
ARE;1965;8.214525213
ARE;1966;6.534229793
ARE;1967;5.942666614
ARE;1968;7.299535129
ARE;1969;10.62821888
ARE;1970;14.37872773
ARE;1971;16.82011356
ARE;1972;17.63233992
ARE;1973;17.58935904
ARE;1974;16.93611176
ARE;1975;15.95298758
ARE;1976;15.13916126
ARE;1977;14.21223981
ARE;1978;12.77015062
ARE;1979;10.9023542
ARE;1980;9.001295272
ARE;1981;7.290246419
ARE;1982;6.03309465
ARE;1983;5.320598884
ARE;1984;5.195524631
ARE;1985;5.429102781
ARE;1986;5.705707062
ARE;1987;5.851229688
ARE;1988;5.920221287
ARE;1989;5.884336231
ARE;1990;5.783701378
ARE;1991;5.776060047
ARE;1992;5.802967416
ARE;1993;5.69236225
ARE;1994;5.429216765
ARE;1995;5.127171975
ARE;1996;5.008337384
ARE;1997;5.076852738
ARE;1998;5.173914727
ARE;1999;5.289810492
ARE;2000;5.510421986
ARE;2001;5.241614185
ARE;2002;5.193472662
ARE;2003;6.487170055
ARE;2004;9.173909057
ARE;2005;12.02016527
ARE;2006;14.42464112
ARE;2007;15.17708393
ARE;2008;13.91024929
ARE;2009;11.04463501
ARE;2010;7.687054686
ARE;2011;4.536347626
ARE;2012;2.154163159
ARE;2013;0.614129704
ARE;2014;0.176677484
ARE;2015;0.52741154
ARE;2016;1.053281129
ARE;2017;1.339385202
ARE;2018;1.50389676
ARE;2019;1.438780445
ARG;1961;1.624707689
ARG;1962;1.600145916
ARG;1963;1.575288349
ARG;1964;1.549267427
ARG;1965;1.524331209
ARG;1966;1.497709542
ARG;1967;1.477575628
ARG;1968;1.475762142
ARG;1969;1.496600409
ARG;1970;1.531523597
ARG;1971;1.574602701
ARG;1972;1.609488772
ARG;1973;1.622670145
ARG;1974;1.606660849
ARG;1975;1.572169956
ARG;1976;1.530440395
ARG;1977;1.499164259
ARG;1978;1.48785623
ARG;1979;1.503689948
ARG;1980;1.537002337
ARG;1981;1.571959682
ARG;1982;1.596423021
ARG;1983;1.610528847
ARG;1984;1.610383698
ARG;1985;1.598562977
ARG;1986;1.584808921
ARG;1987;1.568954269
ARG;1988;1.541822324
ARG;1989;1.501773454
ARG;1990;1.452983278
ARG;1991;1.401439861
ARG;1992;1.352181892
ARG;1993;1.306059088
ARG;1994;1.265318603
ARG;1995;1.22923063
ARG;1996;1.193611663
ARG;1997;1.159485353
ARG;1998;1.132262439
ARG;1999;1.11335834
ARG;2000;1.100583725
ARG;2001;1.092079483
ARG;2002;1.083551371
ARG;2003;1.07199404
ARG;2004;1.055389384
ARG;2005;1.036281168
ARG;2006;1.01544167
ARG;2007;0.998858904
ARG;2008;0.99259313
ARG;2009;0.999544734
ARG;2010;0.752213052
ARG;2011;1.15305928
ARG;2012;1.136905694
ARG;2013;1.1191092
ARG;2014;1.099461091
ARG;2015;1.078001344
ARG;2016;1.057181578
ARG;2017;1.037133897
ARG;2018;1.015808349
ARG;2019;0.993397493
ARM;1961;3.531700015
ARM;1962;3.444212371
ARM;1963;3.33039188
ARM;1964;3.193722641
ARM;1965;3.044915149
ARM;1966;2.884528457
ARM;1967;2.734332819
ARM;1968;2.616709115
ARM;1969;2.540601209
ARM;1970;2.491710699
ARM;1971;2.450454878
ARM;1972;2.397047758
ARM;1973;2.323313169
ARM;1974;2.222332312
ARM;1975;2.105167418
ARM;1976;1.985966837
ARM;1977;1.878847074
ARM;1978;1.785163028
ARM;1979;1.7098499
ARM;1980;1.647333671
ARM;1981;1.547507214
ARM;1982;1.437884934
ARM;1983;1.39629188
ARM;1984;1.440938552
ARM;1985;1.520551942
ARM;1986;1.674304637
ARM;1987;1.74408746
ARM;1988;1.515480648
ARM;1989;0.90369594
ARM;1990;0.04797414
ARM;1991;-0.934580005
ARM;1992;-1.797409529
ARM;1993;-2.34244852
ARM;1994;-2.390476071
ARM;1995;-2.040336799
ARM;1996;-1.53871861
ARM;1997;-1.115081278
ARM;1998;-0.781896829
ARM;1999;-0.634591459
ARM;2000;-0.631020799
ARM;2001;-0.617751681
ARM;2002;-0.549218141
ARM;2003;-0.530280113
ARM;2004;-0.571956874
ARM;2005;-0.650321107
ARM;2006;-0.773190355
ARM;2007;-0.872160581
ARM;2008;-0.856135016
ARM;2009;-0.67381128
ARM;2010;-0.373711867
ARM;2011;-0.027147008
ARM;2012;0.267013214
ARM;2013;0.461966644
ARM;2014;0.51012273
ARM;2015;0.450500903
ARM;2016;0.361431439
ARM;2017;0.294612228
ARM;2018;0.236306379
ARM;2019;0.201539723
ASM;1961;2.352471898
ASM;1962;3.110990342
ASM;1963;3.608865304
ASM;1964;3.653944181
ASM;1965;3.516675837
ASM;1966;3.282797797
ASM;1967;3.16260516
ASM;1968;2.892642691
ASM;1969;2.710254707
ASM;1970;2.441581722
ASM;1971;2.244118241
ASM;1972;2.06192872
ASM;1973;1.84859687
ASM;1974;1.690104289
ASM;1975;1.528999744
ASM;1976;1.335380457
ASM;1977;1.246467667
ASM;1978;1.387949568
ASM;1979;1.82531924
ASM;1980;2.484195291
ASM;1981;3.180517378
ASM;1982;3.690584705
ASM;1983;4.046503308
ASM;1984;4.12657058
ASM;1985;4.061747247
ASM;1986;3.968873287
ASM;1987;3.866494811
ASM;1988;3.681961101
ASM;1989;3.437952867
ASM;1990;3.116907008
ASM;1991;2.786751478
ASM;1992;2.456986479
ASM;1993;2.227687349
ASM;1994;2.085126215
ASM;1995;2.025606994
ASM;1996;1.955879508
ASM;1997;1.845947584
ASM;1998;1.705729376
ASM;1999;1.558005089
ASM;2000;1.337137112
ASM;2001;1.157215338
ASM;2002;0.996827279
ASM;2003;0.715107952
ASM;2004;0.29701746
ASM;2005;-0.199592495
ASM;2006;-0.766842612
ASM;2007;-1.263296561
ASM;2008;-1.507058742
ASM;2009;-1.417146554
ASM;2010;-1.071293125
ASM;2011;-0.572257861
ASM;2012;-0.165132053
ASM;2013;0.082600112
ASM;2014;0.139905318
ASM;2015;0.037633397
ASM;2016;-0.12729377
ASM;2017;-0.217311352
ASM;2018;-0.279065762
ASM;2019;-0.276230801
ATG;1961;1.59443322
ATG;1962;1.515699972
ATG;1963;1.530111688
ATG;1964;1.642463656
ATG;1965;1.817153466
ATG;1966;2.052123643
ATG;1967;2.189000872
ATG;1968;2.068560045
ATG;1969;1.632449733
ATG;1970;0.981789342
ATG;1971;0.280081718
ATG;1972;-0.348665619
ATG;1973;-0.755972704
ATG;1974;-0.836164847
ATG;1975;-0.707503249
ATG;1976;-0.492635471
ATG;1977;-0.334067092
ATG;1978;-0.198075672
ATG;1979;-0.135497004
ATG;1980;-0.140529999
ATG;1981;-0.10512272
ATG;1982;-0.033986357
ATG;1983;0.012948546
ATG;1984;-0.001618477
ATG;1985;0
ATG;1986;-0.051805085
ATG;1987;-0.059933103
ATG;1988;0.087457896
ATG;1989;0.382941031
ATG;1990;0.835104744
ATG;1991;1.332876478
ATG;1992;1.727228909
ATG;1993;2.005472286
ATG;1994;2.146253641
ATG;1995;2.157965307
ATG;1996;2.165119903
ATG;1997;2.158291239
ATG;1998;2.097670203
ATG;1999;1.960873657
ATG;2000;1.781187179
ATG;2001;1.561104092
ATG;2002;1.392885863
ATG;2003;1.275438464
ATG;2004;1.297971065
ATG;2005;1.395564086
ATG;2006;1.50944883
ATG;2007;1.585830631
ATG;2008;1.618469661
ATG;2009;1.567333688
ATG;2010;1.467063743
ATG;2011;1.382008785
ATG;2012;1.286878642
ATG;2013;1.217000042
ATG;2014;1.136486988
ATG;2015;1.078837937
ATG;2016;1.021843835
ATG;2017;0.946557003
ATG;2018;0.89718512
ATG;2019;0.860380481
AUS;1961;1.989740046
AUS;1962;2.440639401
AUS;1963;1.917816478
AUS;1964;1.96235442
AUS;1965;1.959716895
AUS;1966;2.283184382
AUS;1967;1.262276888
AUS;1968;1.764158656
AUS;1969;2.09302301
AUS;1970;1.970188879
AUS;1971;3.380293537
AUS;1972;1.838146263
AUS;1973;1.528816914
AUS;1974;2.531220259
AUS;1975;1.231185888
AUS;1976;1.00265826
AUS;1977;1.12667268
AUS;1978;1.162885259
AUS;1979;1.08064227
AUS;1980;1.21894271
AUS;1981;1.586852569
AUS;1982;1.667535733
AUS;1983;1.250548264
AUS;1984;1.132221845
AUS;1985;1.367346075
AUS;1986;1.638988867
AUS;1987;1.520986626
AUS;1988;1.636206657
AUS;1989;1.69256678
AUS;1990;1.479978016
AUS;1991;1.274577578
AUS;1992;1.213390775
AUS;1993;0.978336681
AUS;1994;1.058508842
AUS;1995;1.208019812
AUS;1996;1.313819299
AUS;1997;1.11872569
AUS;1998;1.042235716
AUS;1999;1.142505187
AUS;2000;1.192272323
AUS;2001;1.348358342
AUS;2002;1.220563785
AUS;2003;1.233996663
AUS;2004;1.159352162
AUS;2005;1.319789554
AUS;2006;1.475227945
AUS;2007;0.624678435
AUS;2008;2.00402174
AUS;2009;2.06104513
AUS;2010;1.555489589
AUS;2011;1.389527316
AUS;2012;1.745820001
AUS;2013;1.72115144
AUS;2014;1.491566489
AUS;2015;1.439216653
AUS;2016;1.561940498
AUS;2017;1.684523108
AUS;2018;1.536105516
AUS;2019;1.515984454
AUT;1961;0.548472356
AUT;1962;0.612895848
AUT;1963;0.642362671
AUT;1964;0.666548205
AUT;1965;0.649729876
AUT;1966;0.701396116
AUT;1967;0.74742522
AUT;1968;0.519254262
AUT;1969;0.345331646
AUT;1970;0.349218946
AUT;1971;0.446245581
AUT;1972;0.581190352
AUT;1973;0.554041399
AUT;1974;0.170205768
AUT;1975;-0.265319411
AUT;1976;-0.176672285
AUT;1977;0.038390494
AUT;1978;-0.080961042
AUT;1979;-0.170463648
AUT;1980;1.05968e-4
AUT;1981;0.255018231
AUT;1982;0.071717018
AUT;1983;-0.161600981
AUT;1984;-0.006294904
AUT;1985;0.046950968
AUT;1986;0.063548997
AUT;1987;0.063284204
AUT;1988;0.14157085
AUT;1989;0.4505139
AUT;1990;0.762001611
AUT;1991;0.998418103
AUT;1992;1.100552287
AUT;1993;0.824627941
AUT;1994;0.384869547
AUT;1995;0.153106261
AUT;1996;0.135019834
AUT;1997;0.113316608
AUT;1998;0.109728368
AUT;1999;0.194563153
AUT;2000;0.240466652
AUT;2001;0.382799394
AUT;2002;0.491980464
AUT;2003;0.487133895
AUT;2004;0.620413127
AUT;2005;0.681267248
AUT;2006;0.494797775
AUT;2007;0.324146535
AUT;2008;0.313041438
AUT;2009;0.26195319
AUT;2010;0.2403943
AUT;2011;0.337080842
AUT;2012;0.455937472
AUT;2013;0.589387255
AUT;2014;0.781541633
AUT;2015;1.120992502
AUT;2016;1.081396299
AUT;2017;0.694621104
AUT;2018;0.487071925
AUT;2019;0.412539809
AZE;1961;3.405067384
AZE;1962;3.441167027
AZE;1963;3.386881254
AZE;1964;3.227890857
AZE;1965;3.004260729
AZE;1966;2.768314487
AZE;1967;2.558215807
AZE;1968;2.373893872
AZE;1969;2.226831045
AZE;1970;2.108867213
AZE;1971;1.997437725
AZE;1972;1.888227512
AZE;1973;1.800120284
AZE;1974;1.735510269
AZE;1975;1.689532205
AZE;1976;1.653261581
AZE;1977;1.623353963
AZE;1978;1.60383343
AZE;1979;1.593747792
AZE;1980;1.591151769
AZE;1981;1.590043602
AZE;1982;1.5912719
AZE;1983;1.601643784
AZE;1984;1.622093039
AZE;1985;1.646524939
AZE;1986;1.668709716
AZE;1987;1.680321142
AZE;1988;1.676420976
AZE;1989;1.653213863
AZE;1990;0.44966151
AZE;1991;1.552352725
AZE;1992;1.515077094
AZE;1993;1.519152695
AZE;1994;1.351730097
AZE;1995;1.151694447
AZE;1996;1.009848043
AZE;1997;0.964673774
AZE;1998;0.949138147
AZE;1999;0.8775987
AZE;2000;0.821519964
AZE;2001;0.774765939
AZE;2002;0.746173583
AZE;2003;0.757650956
AZE;2004;0.87542728
AZE;2005;1.022265592
AZE;2006;1.098586574
AZE;2007;1.133855466
AZE;2008;2.099854033
AZE;2009;2.076148264
AZE;2010;1.189787708
AZE;2011;1.303000855
AZE;2012;1.328763827
AZE;2013;1.293447027
AZE;2014;1.248208997
AZE;2015;1.191209858
AZE;2016;1.11785721
AZE;2017;0.981261805
AZE;2018;0.866316916
AZE;2019;0.837019639
BDI;1961;1.929349432
BDI;1962;1.90579714
BDI;1963;1.945172054
BDI;1964;2.065368773
BDI;1965;2.224979294
BDI;1966;2.429891028
BDI;1967;2.575851023
BDI;1968;2.540566328
BDI;1969;2.280618088
BDI;1970;1.890966195
BDI;1971;1.453085466
BDI;1972;1.117501291
BDI;1973;0.988468759
BDI;1974;1.139215943
BDI;1975;1.48217482
BDI;1976;1.873538005
BDI;1977;2.192101852
BDI;1978;2.430271108
BDI;1979;2.549178721
BDI;1980;2.584381795
BDI;1981;2.593316265
BDI;1982;2.618720204
BDI;1983;2.654331552
BDI;1984;2.710439696
BDI;1985;2.768739186
BDI;1986;2.820521536
BDI;1987;2.832480769
BDI;1988;2.776998319
BDI;1989;2.641888618
BDI;1990;2.454760909
BDI;1991;2.28963727
BDI;1992;2.144681936
BDI;1993;1.959166493
BDI;1994;1.72550793
BDI;1995;1.482038331
BDI;1996;1.21304826
BDI;1997;1.018195844
BDI;1998;1.030779152
BDI;1999;1.309969052
BDI;2000;1.767356522
BDI;2001;2.273335218
BDI;2002;2.699674402
BDI;2003;3.012598038
BDI;2004;3.170145462
BDI;2005;3.217165882
BDI;2006;3.246016505
BDI;2007;3.288776865
BDI;2008;3.301310362
BDI;2009;3.287269847
BDI;2010;3.256066998
BDI;2011;3.207759114
BDI;2012;3.159741833
BDI;2013;3.13340508
BDI;2014;3.136852423
BDI;2015;3.156909217
BDI;2016;3.177016087
BDI;2017;3.181367524
BDI;2018;3.166773442
BDI;2019;3.128967114
BEL;1961;0.332205946
BEL;1962;0.398054787
BEL;1963;0.747606931
BEL;1964;0.946477536
BEL;1965;0.908137002
BEL;1966;0.675463567
BEL;1967;0.556645555
BEL;1968;0.393391108
BEL;1969;0.283169669
BEL;1970;0.098613692
BEL;1971;0.182247071
BEL;1972;0.391585907
BEL;1973;0.314658766
BEL;1974;0.314633665
BEL;1975;0.288978161
BEL;1976;0.178674447
BEL;1977;0.123479645
BEL;1978;0.09329996
BEL;1979;0.089882551
BEL;1980;0.110211166
BEL;1981;-0.002637154
BEL;1982;-0.027176883
BEL;1983;-0.007944471
BEL;1984;-0.001501708
BEL;1985;0.029786423
BEL;1986;0.035648851
BEL;1987;0.085252141
BEL;1988;0.317926245
BEL;1989;0.363247986
BEL;1990;0.298235706
BEL;1991;0.371593166
BEL;1992;0.405713496
BEL;1993;0.390638518
BEL;1994;0.308197074
BEL;1995;0.209436838
BEL;1996;0.195393176
BEL;1997;0.241991885
BEL;1998;0.213527651
BEL;1999;0.229189103
BEL;2000;0.242517956
BEL;2001;0.343951158
BEL;2002;0.448268895
BEL;2003;0.418641508
BEL;2004;0.432788248
BEL;2005;0.550055708
BEL;2006;0.659558215
BEL;2007;0.734330831
BEL;2008;0.789976845
BEL;2009;0.804599573
BEL;2010;0.913639392
BEL;2011;1.301002902
BEL;2012;0.620163579
BEL;2013;0.471340144
BEL;2014;0.443929288
BEL;2015;0.579446242
BEL;2016;0.506300002
BEL;2017;0.385228018
BEL;2018;0.455184695
BEL;2019;0.497584972
BEN;1961;1.39849454
BEN;1962;1.490499165
BEN;1963;1.584057713
BEN;1964;1.680970726
BEN;1965;1.778051683
BEN;1966;1.874280454
BEN;1967;1.962161098
BEN;1968;2.036764778
BEN;1969;2.093957123
BEN;1970;2.140598455
BEN;1971;2.181542104
BEN;1972;2.225788003
BEN;1973;2.277351775
BEN;1974;2.340560167
BEN;1975;2.410099518
BEN;1976;2.480581153
BEN;1977;2.544627382
BEN;1978;2.601673148
BEN;1979;2.648764632
BEN;1980;2.689452037
BEN;1981;2.732264894
BEN;1982;2.777364734
BEN;1983;2.817449088
BEN;1984;2.851805018
BEN;1985;2.88525963
BEN;1986;2.902539321
BEN;1987;2.925496746
BEN;1988;2.988651664
BEN;1989;3.100765565
BEN;1990;3.235058983
BEN;1991;3.3771591
BEN;1992;3.479002651
BEN;1993;3.500773846
BEN;1994;3.426061164
BEN;1995;3.293613638
BEN;1996;3.145323911
BEN;1997;3.028375321
BEN;1998;2.958613225
BEN;1999;2.95175447
BEN;2000;2.983994776
BEN;2001;3.023780214
BEN;2002;3.043082958
BEN;2003;3.039674832
BEN;2004;3.005342106
BEN;2005;2.952383516
BEN;2006;2.897544923
BEN;2007;2.854085561
BEN;2008;2.823555548
BEN;2009;2.809301752
BEN;2010;2.806086484
BEN;2011;2.803717973
BEN;2012;2.797648941
BEN;2013;2.790718131
BEN;2014;2.782181506
BEN;2015;2.771714168
BEN;2016;2.761409493
BEN;2017;2.750055592
BEN;2018;2.734862013
BEN;2019;2.715105359
BFA;1961;1.342942567
BFA;1962;1.334299392
BFA;1963;1.351522507
BFA;1964;1.403617953
BFA;1965;1.479134908
BFA;1966;1.562512466
BFA;1967;1.63515063
BFA;1968;1.689220704
BFA;1969;1.717450603
BFA;1970;1.729227236
BFA;1971;1.740988024
BFA;1972;1.76289839
BFA;1973;1.791696136
BFA;1974;1.830514006
BFA;1975;1.878003326
BFA;1976;1.922917384
BFA;1977;1.971156316
BFA;1978;2.040078629
BFA;1979;2.133574842
BFA;1980;2.240814219
BFA;1981;2.351165151
BFA;1982;2.447833751
BFA;1983;2.519589584
BFA;1984;2.559783642
BFA;1985;2.577809423
BFA;1986;2.59024849
BFA;1987;2.605860045
BFA;1988;2.621719571
BFA;1989;2.639694017
BFA;1990;2.659151577
BFA;1991;2.676923975
BFA;1992;2.692988242
BFA;1993;2.709646605
BFA;1994;2.727321991
BFA;1995;2.74591353
BFA;1996;2.764894998
BFA;1997;2.783685302
BFA;1998;2.802940418
BFA;1999;2.822271747
BFA;2000;2.841885125
BFA;2001;2.858868603
BFA;2002;2.875992432
BFA;2003;2.898431555
BFA;2004;2.927561373
BFA;2005;2.959187776
BFA;2006;2.989062688
BFA;2007;3.011815794
BFA;2008;3.024954857
BFA;2009;3.02644987
BFA;2010;3.019251293
BFA;2011;3.008981855
BFA;2012;2.997392478
BFA;2013;2.981606475
BFA;2014;2.961900814
BFA;2015;2.939462977
BFA;2016;2.915319071
BFA;2017;2.890850806
BFA;2018;2.867078367
BFA;2019;2.844222553
BGD;1961;2.771567051
BGD;1962;2.77561443
BGD;1963;2.816682294
BGD;1964;2.906859177
BGD;1965;3.012128698
BGD;1966;3.150248836
BGD;1967;3.230445748
BGD;1968;3.141838315
BGD;1969;2.850251812
BGD;1970;2.447036462
BGD;1971;2.002393972
BGD;1972;1.655749142
BGD;1973;1.507254247
BGD;1974;1.620074911
BGD;1975;1.90781953
BGD;1976;2.238443378
BGD;1977;2.496344295
BGD;1978;2.668078168
BGD;1979;2.718203101
BGD;1980;2.685744757
BGD;1981;2.636994968
BGD;1982;2.612842273
BGD;1983;2.599438336
BGD;1984;2.605599764
BGD;1985;2.620590611
BGD;1986;2.634995039
BGD;1987;2.630222816
BGD;1988;2.595027768
BGD;1989;2.523387808
BGD;1990;2.429599019
BGD;1991;2.325303226
BGD;1992;2.233022266
BGD;1993;2.16825965
BGD;1994;2.140080738
BGD;1995;2.134495915
BGD;1996;2.13048473
BGD;1997;2.111534456
BGD;1998;2.077340311
BGD;1999;2.022751065
BGD;2000;1.95238739
BGD;2001;1.886287145
BGD;2002;1.820070221
BGD;2003;1.731266118
BGD;2004;1.615198017
BGD;2005;1.484744774
BGD;2006;1.347130256
BGD;2007;1.226617775
BGD;2008;1.145653022
BGD;2009;1.116805726
BGD;2010;1.124803493
BGD;2011;1.144262127
BGD;2012;1.15494813
BGD;2013;1.156713453
BGD;2014;1.142594657
BGD;2015;1.117283565
BGD;2016;1.091300482
BGD;2017;1.070244022
BGD;2018;1.050044649
BGD;2019;1.042001128
BGR;1961;0.958155881
BGR;1962;0.875259034
BGR;1963;0.810378324
BGR;1964;0.81609405
BGR;1965;0.731911035
BGR;1966;0.654701202
BGR;1967;0.629747481
BGR;1968;0.711964743
BGR;1969;0.768509669
BGR;1970;0.654727362
