country_code,year,population_growth,population_count
CUB,1961,2.078031047,7291200
CUB,1962,2.202094579,7453540
CUB,1963,2.251947244,7623294
CUB,1964,2.205095446,7793262
CUB,1965,2.093943406,7958169
CUB,1966,1.957526322,8115487
CUB,1967,1.842247499,8266380
CUB,1968,1.764705268,8413552
CUB,1969,1.741812017,8561384
CUB,1970,1.750162263,8712541
CUB,1971,1.769516925,8868083
CUB,1972,1.757807943,9025345
CUB,1973,1.686018229,9178804
CUB,1974,1.536710549,9320945
CUB,1975,1.337414427,9446442
CUB,1976,1.134142972,9554188
CUB,1977,0.957845027,9646142
CUB,1978,0.804353866,9724044
CUB,1979,0.684679687,9790851
CUB,1980,0.596815162,9849459
CUB,1981,0.50059988,9898889
CUB,1982,0.417638289,9940317
CUB,1983,0.41148316,9981304
CUB,1984,0.503125213,10031649
CUB,1985,0.658357553,10097911
CUB,1986,0.847937292,10183899
CUB,1987,1.003831386,10286643
CUB,1988,1.072019303,10397511
CUB,1989,1.018702076,10503972
CUB,1990,0.881624408,10596987
CUB,1991,0.719825356,10673542
CUB,1992,0.587065753,10736387
CUB,1993,0.491683186,10789306
CUB,1994,0.454564564,10838462
CUB,1995,0.45833058,10888252
CUB,1996,0.467675985,10939293
CUB,1997,0.460021264,10989732
CUB,1998,0.444517326,11038692
CUB,1999,0.41565171,11084670
CUB,2000,0.376028645,11126430
CUB,2001,0.343070038,11164667
CUB,2002,0.31285576,11199651
CUB,2003,0.263339744,11229183
CUB,2004,0.188455802,11250365
CUB,2005,0.099653761,11261582
CUB,2006,-0.00296588,11261248
CUB,2007,-0.089959437,11251122
CUB,2008,-0.125853285,11236971
CUB,2009,-0.091365268,11226709
CUB,2010,-0.007812033,11225832
CUB,2011,0.096498608,11236670
CUB,2012,0.18165923,11257101
CUB,2013,0.227322223,11282720
CUB,2014,0.214098396,11306902
CUB,2015,0.157999772,11324781
CUB,2016,0.091156671,11335109
CUB,2017,0.03660521,11339259
CUB,2018,-0.009886496,NA
CUB,2019,-0.041064554,NA
CUW,1961,1.03527111,126125
CUW,1962,1.798594091,128414
CUW,1963,1.886862986,130860
CUW,1964,1.733324205,133148
CUW,1965,1.578191868,135266
CUW,1966,1.041384968,136682
CUW,1967,1.06106038,138140
CUW,1968,1.550106818,140298
CUW,1969,1.614152743,142581
CUW,1970,1.50218612,144739
CUW,1971,1.814322963,147389
CUW,1972,0.217554195,147710
CUW,1973,-0.541712399,146912
CUW,1974,0.974731946,148351
CUW,1975,0.523061566,149129
CUW,1976,0.180887604,149399
CUW,1977,0.040152849,149459
CUW,1978,-0.750843017,148341
CUW,1979,-0.330866767,147851
CUW,1980,0.128425254,148041
CUW,1981,0.39640056,148629
CUW,1982,0.985513282,150101
CUW,1983,0.702386211,151159
CUW,1984,0.515344312,151940
CUW,1985,0.506154023,152711
CUW,1986,-0.032091901,152662
CUW,1987,-0.793117357,151456
CUW,1988,-1.464560114,149254
CUW,1989,-1.56456291,146937
CUW,1990,-1.051535839,145400
CUW,1991,-0.688056323,144403
CUW,1992,-0.340600021,143912
CUW,1993,0.268553409,144299
CUW,1994,0.229122134,144630
CUW,1995,0.351314684,145139
CUW,1996,0.800841488,146306
CUW,1997,0.443290344,146956
CUW,1998,-1.70475051,144472
CUW,1999,-3.553737816,139428
CUW,2000,-4.075386132,133860
CUW,2001,-3.661779858,129047
CUW,2002,0.12236112,129205
CUW,2003,2.062102467,131897
CUW,2004,1.725029528,134192
CUW,2005,2.550073807,137658
CUW,2006,2.568114257,141239
CUW,2007,1.974862198,144056
CUW,2008,1.258225307,145880
CUW,2009,0.651152062,146833
CUW,2010,1.265514155,148703
CUW,2011,1.420897663,150831
CUW,2012,0.829929595,152088
CUW,2013,1.133678907,153822
CUW,2014,1.347641396,155909
CUW,2015,1.319593903,157980
CUW,2016,1.060316441,159664
CUW,2017,0.319536038,160175
CUW,2018,-0.234393419,NA
CUW,2019,-1.425633433,NA
CYM,1961,2.026373533,8026
CYM,1962,1.484073738,8146
CYM,1963,0.989441896,8227
CYM,1964,0.859309372,8298
CYM,1965,0.851988114,8369
CYM,1966,0.856638195,8441
CYM,1967,0.955027008,8522
CYM,1968,1.270931816,8631
CYM,1969,2.24548328,8827
CYM,1970,3.528272045,9144
CYM,1971,4.657966549,9580
CYM,1972,5.611983248,10133
CYM,1973,6.208065256,10782
CYM,1974,6.368604325,11491
CYM,1975,6.347190081,12244
CYM,1976,6.183456656,13025
CYM,1977,6.163122804,13853
CYM,1978,5.818854631,14683
CYM,1979,5.285850618,15480
CYM,1980,4.62028406,16212
CYM,1981,3.919224381,16860
CYM,1982,3.376512481,17439
CYM,1983,3.227360497,18011
CYM,1984,3.59352752,18670
CYM,1985,4.180276675,19467
CYM,1986,4.828368452,20430
CYM,1987,5.309294668,21544
CYM,1988,5.495118951,22761
CYM,1989,5.462896644,24039
CYM,1990,5.160108012,25312
CYM,1991,4.752514186,26544
CYM,1992,4.551260388,27780
CYM,1993,4.535597693,29069
CYM,1994,4.851328044,30514
CYM,1995,5.272439938,32166
CYM,1996,5.736047015,34065
CYM,1997,5.957244571,36156
CYM,1998,5.836387989,38329
CYM,1999,5.311792215,40420
CYM,2000,4.553329355,42303
CYM,2001,3.785326342,43935
CYM,2002,3.172095809,45351
CYM,2003,2.785477371,46632
CYM,2004,2.687025646,47902
CYM,2005,2.797543573,49261
CYM,2006,2.958186124,50740
CYM,2007,2.989933458,52280
CYM,2008,2.932849962,53836
CYM,2009,2.722827106,55322
CYM,2010,2.410960217,56672
CYM,2011,2.105708532,57878
CYM,2012,1.848797909,58958
CYM,2013,1.638526018,59932
CYM,2014,1.516836501,60848
CYM,2015,1.429388302,61724
CYM,2016,1.359711357,62569
CYM,2017,1.290996168,63382
CYM,2018,1.241823478,NA
CYM,2019,1.198880548,NA
CYP,1961,0.602964435,576395
CYP,1962,0.224593409,577691
CYP,1963,0.038421467,577913
CYP,1964,0.123126104,578625
CYP,1965,0.403763599,580966
CYP,1966,0.744767756,585309
CYP,1967,1.019711934,591308
CYP,1968,1.20811385,598495
CYP,1969,1.265321615,606116
CYP,1970,1.23011978,613618
CYP,1971,1.173141832,620859
CYP,1972,1.143297874,627998
CYP,1973,1.125650688,635107
CYP,1974,1.131181534,642332
CYP,1975,1.14839086,649751
CYP,1976,1.189661527,657527
CYP,1977,1.209037502,665525
CYP,1978,1.153607282,673247
CYP,1979,0.99878754,680005
CYP,1980,0.790975334,685405
CYP,1981,0.548242361,689173
CYP,1982,0.3662899,691702
CYP,1983,0.342767833,694077
CYP,1984,0.522637131,697714
CYP,1985,0.852153617,703685
CYP,1986,1.222451268,712340
CYP,1987,1.537381678,723376
CYP,1988,1.794479087,736474
CYP,1989,1.959429985,751047
CYP,1990,2.051648665,766615
CYP,1991,2.130632904,783124
CYP,1992,2.208413745,800611
CYP,1993,2.239871528,818746
CYP,1994,2.218158216,837110
CYP,1995,2.159383825,855383
CYP,1996,2.087065272,873423
CYP,1997,2.013767371,891190
CYP,1998,1.945955936,908702
CYP,1999,1.890670179,926046
CYP,2000,1.844985508,943290
CYP,2001,1.784697862,960276
CYP,2002,1.722906073,976964
CYP,2003,1.684766829,993563
CYP,2004,1.68120165,1010408
CYP,2005,1.693210951,1027662
CYP,2006,1.721561603,1045507
CYP,2007,1.726368247,1063713
CYP,2008,1.664159945,1081563
CYP,2009,1.515871507,1098083
CYP,2010,1.314447193,1112612
CYP,2011,1.092417604,1124833
CYP,2012,0.903859855,1135046
CYP,2013,0.774057448,1143866
CYP,2014,0.733317428,1152285
CYP,2015,0.752185523,1160985
CYP,2016,0.789478236,1170187
CYP,2017,0.807965016,1179680
CYP,2018,0.809225398,NA
CYP,2019,0.779788192,NA
CZE,1961,-0.160042501,9586651
CZE,1962,0.395694491,9624660
CZE,1963,0.477058972,9670685
CZE,1964,0.58890324,9727804
CZE,1965,0.528566073,9779358
CZE,1966,0.425318535,9821040
CZE,1967,0.323870353,9852899
CZE,1968,0.237687869,9876346
CZE,1969,0.204663762,9896580
CZE,1970,-0.389873238,9858071
CZE,1971,-0.317563701,9826815
CZE,1972,0.41450322,9867632
CZE,1973,0.552141692,9922266
CZE,1974,0.664900388,9988459
CZE,1975,0.699965182,10058620
CZE,1976,0.667037111,10125939
CZE,1977,0.598799763,10186755
CZE,1978,0.541813438,10242098
CZE,1979,0.48935449600000003,10292341
CZE,1980,0.115087338,10304193
CZE,1981,-0.034962755,10300591
CZE,1982,0.138100551,10314826
CZE,1983,0.087505593,10323856
CZE,1984,0.06155688,10330213
CZE,1985,0.066820435,10337118
CZE,1986,0.049411624,10342227
CZE,1987,0.049213263,10347318
CZE,1988,0.076879259,10355276
CZE,1989,0.055917204,10361068
CZE,1990,-0.267830773,10333355
CZE,1991,-0.240064842,10308578
CZE,1992,0.102241165,10319123
CZE,1993,0.103947042,10329855
CZE,1994,0.036121766,10333587
CZE,1995,-0.061314063,10327253
CZE,1996,-0.116381299,10315241
CZE,1997,-0.107762749,10304131
CZE,1998,-0.094744752,10294373
CZE,1999,-0.102175934,10283860
CZE,2000,-0.280414108,10255063
CZE,2001,-0.375719704,10216605
CZE,2002,-0.192901618,10196916
CZE,2003,-0.028620591,10193998
CZE,2004,0.030434848,10197101
CZE,2005,0.13832598,10211216
CZE,2006,0.270795629,10238905
CZE,2007,0.583542205,10298828
CZE,2008,0.829412603,10384603
CZE,2009,0.569729451,10443936
CZE,2010,0.291361674,10474410
CZE,2011,0.206747667,10496088
CZE,2012,0.139925656,10510785
CZE,2013,0.033169946,10514272
CZE,2014,0.105277582,10525347
CZE,2015,0.196588748,10546059
CZE,2016,0.192048416,10566332
CZE,2017,0.265642664,10594438
CZE,2018,0.334427262,NA
CZE,2019,0.373537317,NA
DEU,1961,0.769854344,73377632
DEU,1962,0.879431692,74025784
DEU,1963,0.925875063,74714353
DEU,1964,0.805140883,75318337
DEU,1965,0.853190437,75963695
DEU,1966,0.834560801,76600311
DEU,1967,0.457208527,76951336
DEU,1968,0.444717326,77294314
DEU,1969,0.792983738,77909682
DEU,1970,0.332661393,78169289
DEU,1971,0.183475314,78312842
DEU,1972,0.478481046,78688452
DEU,1973,0.314942451,78936666
DEU,1974,0.038969223,78967433
DEU,1975,-0.372846359,78673554
DEU,1976,-0.428766875,78336950
DEU,1977,-0.226376663,78159814
DEU,1978,-0.087031415,78091820
DEU,1979,0.044207406,78126350
DEU,1980,0.207430406,78288576
DEU,1981,0.152308489,78407907
DEU,1982,-0.095113437,78333366
DEU,1983,-0.262152572,78128282
DEU,1984,-0.345666402,77858685
DEU,1985,-0.223489902,77684873
DEU,1986,0.045768064,77720436
DEU,1987,0.153617575,77839920
DEU,1988,0.39067896,78144619
DEU,1989,0.773336991,78751283
DEU,1990,0.861969449,79433029
DEU,1991,0.728605547,80013896
DEU,1992,0.760346947,80624598
DEU,1993,0.657391218,81156363
DEU,1994,0.346856649,81438348
DEU,1995,0.293904444,81678051
DEU,1996,0.289474899,81914831
DEU,1997,0.146313282,82034771
DEU,1998,0.015143651,82047195
DEU,1999,0.064634578,82100243
DEU,2000,0.1354316,82211508
DEU,2001,0.168225361,82349925
DEU,2002,0.168128319,82488495
DEU,2003,0.055363304,82534176
DEU,2004,-0.021709728,82516260
DEU,2005,-0.056778262,82469422
DEU,2006,-0.112797498,82376451
DEU,2007,-0.133718573,82266372
DEU,2008,-0.190142845,82110097
DEU,2009,-0.25338341,81902307
DEU,2010,-0.153198447,81776930
DEU,2011,-1.853714629,80274983
DEU,2012,0.187727801,80425823
DEU,2013,0.272900215,80645605
DEU,2014,0.416877359,80982500
DEU,2015,0.865702644,81686611
DEU,2016,0.807218539,82348669
DEU,2017,0.37372456,82657002
DEU,2018,0.300526702,NA
DEU,2019,0.273451074,NA
DJI,1961,5.650590348,88498
DJI,1962,6.248269064,94204
DJI,1963,6.596790543,100628
DJI,1964,6.683209372,107583
DJI,1965,6.634769478,114963
DJI,1966,6.648399315,122866
DJI,1967,6.712894412,131397
DJI,1968,6.671371482,140462
DJI,1969,6.494468731,149887
DJI,1970,6.315861402,159659
DJI,1971,5.905718841,169372
DJI,1972,5.653894084,179224
DJI,1973,6.137266611,190568
DJI,1974,7.388343016,205181
DJI,1975,8.857016619,224183
DJI,1976,10.32054897,248556
DJI,1977,11.00770824,277479
DJI,1978,10.4380502,308008
DJI,1979,8.72383475,336085
DJI,1980,6.584685751,358960
DJI,1981,4.354705019,374937
DJI,1982,2.718897092,385271
DJI,1983,2.190126214,393802
DJI,1984,3.054678573,406017
DJI,1985,4.713545203,425613
DJI,1986,6.536155359,454361
DJI,1987,7.618659755,490330
DJI,1988,7.590790768,528999
DJI,1989,6.382654617,563864
DJI,1990,4.598379808,590398
DJI,1991,2.747487063,606844
DJI,1992,1.343831245,615054
DJI,1993,0.55790389,618495
DJI,1994,0.62392364,622366
DJI,1995,1.280715871,630388
DJI,1996,2.082581181,643654
DJI,1997,2.6385242,660863
DJI,1998,2.922689218,680463
DJI,1999,2.827117129,699975
DJI,2000,2.484539383,717584
DJI,2001,2.127615157,733015
DJI,2002,1.882137268,746942
DJI,2003,1.685841505,759641
DJI,2004,1.562421579,771603
DJI,2005,1.49868677,783254
DJI,2006,1.433524124,794563
DJI,2007,1.3610091,805451
DJI,2008,1.345061526,816358
DJI,2009,1.394637918,827823
DJI,2010,1.483821493,840198
DJI,2011,1.591180954,853674
DJI,2012,1.679899653,868136
DJI,2013,1.730858448,883293
DJI,2014,1.728785489,898696
DJI,2015,1.6878089,913993
DJI,2016,1.640637851,929112
DJI,2017,1.599962382,944097
DJI,2018,1.557873607,NA
DJI,2019,1.515180502,NA
DMA,1961,1.687043804,61032
DMA,1962,1.544570352,61982
DMA,1963,1.498827098,62918
DMA,1964,1.58938731,63926
DMA,1965,1.724555007,65038
DMA,1966,1.938408149,66311
DMA,1967,2.05235679,67686
DMA,1968,1.980668292,69040
DMA,1969,1.68474323,70213
DMA,1970,1.217403878,71073
DMA,1971,0.694052884,71568
DMA,1972,0.227496452,71731
DMA,1973,0.009758206,71738
DMA,1974,0.089173755,71802
DMA,1975,0.405849226,72094
DMA,1976,0.773762393,72654
DMA,1977,1.076029931,73440
DMA,1978,1.142683902,74284
DMA,1979,0.899234813,74955
DMA,1980,0.477810703,75314
DMA,1981,-0.006639092,75309
DMA,1982,-0.407153684,75003
DMA,1983,-0.695720131,74483
DMA,1984,-0.852136158,73851
DMA,1985,-0.884046777,73201
DMA,1986,-0.916745136,72533
DMA,1987,-0.957236746,71842
DMA,1988,-0.886409159,71208
DMA,1989,-0.683433341,70723
DMA,1990,-0.430772513,70419
DMA,1991,-0.063923635,70374
DMA,1992,0.241275185,70544
DMA,1993,0.406012936,70831
DMA,1994,0.298856954,71043
DMA,1995,0.07738795,71098
DMA,1996,-0.228114494,70936
DMA,1997,-0.476208198,70599
DMA,1998,-0.588136711,70185
DMA,1999,-0.499929623,69835
DMA,2000,-0.265261653,69650
DMA,2001,0.015792005,69661
DMA,2002,0.252333501,69837
DMA,2003,0.375883876,70100
DMA,2004,0.401475461,70382
DMA,2005,0.293677634,70589
DMA,2006,0.182581239,70718
DMA,2007,0.108823935,70795
DMA,2008,0.04519072,70827
DMA,2009,0.033879643,70851
DMA,2010,0.038100883,70878
DMA,2011,0.053598884,70916
DMA,2012,0.069071972,70965
DMA,2013,0.071840601,71016
DMA,2014,0.097114032,71085
DMA,2015,0.137768178,71183
DMA,2016,0.174047346,71307
DMA,2017,0.21153652,71458
DMA,2018,0.233431052,NA
DMA,2019,0.255171543,NA
DNK,1961,0.698142052,4611687
DNK,1962,0.778454922,4647727
DNK,1963,0.787727453,4684483
DNK,1964,0.799212891,4722072
DNK,1965,0.779239735,4759012
DNK,1966,0.803006033,4797381
DNK,1967,0.788419835,4835354
DNK,1968,0.608832366,4864883
DNK,1969,0.552993325,4891860
DNK,1970,0.751422718,4928757
DNK,1971,0.694895771,4963126
DNK,1972,0.571991415,4991596
DNK,1973,0.604488383,5021861
DNK,1974,0.46559401,5045297
DNK,1975,0.288268796,5059862
DNK,1976,0.251350792,5072596
DNK,1977,0.311445516,5088419
DNK,1978,0.310596093,5104248
DNK,1979,0.245630489,5116801
DNK,1980,0.12160362,5123027
DNK,1981,-0.028405212,5121572
DNK,1982,-0.073481,5117810
DNK,1983,-0.068666212,5114297
DNK,1984,-0.052376727,5111619
DNK,1985,0.040526889,5113691
DNK,1986,0.133727781,5120534
DNK,1987,0.12666434,5127024
DNK,1988,0.048593386,5129516
DNK,1989,0.059987665,5132594
DNK,1990,0.16245632,5140939
DNK,1991,0.259518212,5154298
DNK,1992,0.330671402,5171370
DNK,1993,0.333166396,5188628
DNK,1994,0.337707376,5206180
DNK,1995,0.520962181,5233373
DNK,1996,0.565926342,5263074
DNK,1997,0.415564969,5284991
DNK,1998,0.363162524,5304219
DNK,1999,0.330886246,5321799
DNK,2000,0.334233619,5339616
DNK,2001,0.358315679,5358783
DNK,2002,0.319487125,5375931
DNK,2003,0.272010444,5390574
DNK,2004,0.258432282,5404523
DNK,2005,0.275481733,5419432
DNK,2006,0.328645159,5437272
DNK,2007,0.443466054,5461438
DNK,2008,0.58754759,5493621
DNK,2009,0.535079062,5523095
DNK,2010,0.444197155,5547683
DNK,2011,0.411737855,5570572
DNK,2012,0.376272243,5591572
DNK,2013,0.416901361,5614932
DNK,2014,0.507053283,5643475
DNK,2015,0.70642385,5683483
DNK,2016,0.780392644,5728010
DNK,2017,0.643350904,5764980
DNK,2018,0.495838926,NA
DNK,2019,0.429153164,NA
DOM,1961,3.345015486,3406280
DOM,1962,3.312936561,3521018
DOM,1963,3.271388882,3638109
DOM,1964,3.219185923,3757132
DOM,1965,3.160305635,3877765
DOM,1966,3.098440308,3999796
DOM,1967,3.036000751,4123092
DOM,1968,2.974086224,4247558
DOM,1969,2.913339829,4373124
DOM,1970,2.853754477,4499720
DOM,1971,2.793892206,4627210
DOM,1972,2.733912663,4755459
DOM,1973,2.676572033,4884461
DOM,1974,2.621275184,5014189
DOM,1975,2.568311938,5144637
DOM,1976,2.516982741,5275770
DOM,1977,2.466223857,5407500
DOM,1978,2.413361196,5539590
DOM,1979,2.358550794,5671797
DOM,1980,2.302875867,5803927
DOM,1981,2.248541815,5935909
DOM,1982,2.197098145,6067770
DOM,1983,2.150345613,6199661
DOM,1984,2.108425718,6331764
DOM,1985,2.070487725,6464229
DOM,1986,2.032549246,6596962
DOM,1987,1.995594815,6729933
DOM,1988,1.964373129,6863441
DOM,1989,1.939946977,6997888
DOM,1990,1.919276723,7133494
DOM,1991,1.901139209,7270409
DOM,1992,1.879411402,7408342
DOM,1993,1.847231409,7546463
DOM,1994,1.802313633,7683707
DOM,1995,1.748614536,7819247
DOM,1996,1.693115709,7952763
DOM,1997,1.641772918,8084407
DOM,1998,1.595473223,8214426
DOM,1999,1.556490713,8343283
DOM,2000,1.522967473,8471321
DOM,2001,1.491305689,8598601
DOM,2002,1.459008715,8724975
DOM,2003,1.426367483,8850317
DOM,2004,1.392770501,8974444
DOM,2005,1.359195692,9097257
DOM,2006,1.325957163,9218686
DOM,2007,1.295178505,9338861
DOM,2008,1.268457779,9458075
DOM,2009,1.246805455,9576737
DOM,2010,1.228584074,9695121
DOM,2011,1.21066679,9813210
DOM,2012,1.192277887,9930911
DOM,2013,1.174368643,10048224
DOM,2014,1.157205552,10165178
DOM,2015,1.13957128,10281680
DOM,2016,1.122509257,10397743
DOM,2017,1.103628391,10513131
DOM,2018,1.078841148,NA
DOM,2019,1.046460513,NA
DZA,1961,2.487164805,11336339
DZA,1962,2.469954258,11619828
DZA,1963,2.490075487,11912803
DZA,1964,2.55973106,12221675
DZA,1965,2.658016629,12550885
DZA,1966,2.763975303,12902627
DZA,1967,2.845359165,13275026
DZA,1968,2.884959274,13663583
DZA,1969,2.872223556,14061722
DZA,1970,2.827454745,14464985
DZA,1971,2.776615895,14872250
DZA,1972,2.743966224,15285990
DZA,1973,2.734959018,15709825
DZA,1974,2.757336353,16149025
DZA,1975,2.80071884,16607707
DZA,1976,2.838090297,17085801
DZA,1977,2.867929863,17582904
DZA,1978,2.911005748,18102266
DZA,1979,2.969185724,18647815
DZA,1980,3.030904725,19221665
DZA,1981,3.087048009,19824301
DZA,1982,3.121627112,20452902
DZA,1983,3.123711958,21101875
DZA,1984,3.087580168,21763575
DZA,1985,3.022860941,22431502
DZA,1986,2.946972192,23102389
DZA,1987,2.866846022,23774284
DZA,1988,2.775848954,24443467
DZA,1989,2.675144743,25106190
DZA,1990,2.566456571,25758869
DZA,1991,2.460315893,26400479
DZA,1992,2.350327326,27028326
DZA,1993,2.221629372,27635515
DZA,1994,2.070857751,28213774
DZA,1995,1.909821478,28757785
DZA,1996,1.753175796,29266405
DZA,1997,1.615283298,29742979
DZA,1998,1.500885768,30192754
DZA,1999,1.416265671,30623406
DZA,2000,1.358407806,31042235
DZA,2001,1.30984253,31451514
DZA,2002,1.275065543,31855109
DZA,2003,1.275914635,32264157
DZA,2004,1.3178461909999999,32692163
DZA,2005,1.389900523,33149724
DZA,2006,1.471122982,33641002
DZA,2007,1.551382583,34166972
DZA,2008,1.636192663,34730608
DZA,2009,1.722093224,35333881
DZA,2010,1.805018696,35977455
DZA,2011,1.883313834,36661444
DZA,2012,1.951415209,37383887
DZA,2013,2.002727839,38140132
DZA,2014,2.033592452,38923687
DZA,2015,2.045387243,39728025
DZA,2016,2.051354584,40551404
DZA,2017,2.044952503,41389198
DZA,2018,2.00737383,NA
DZA,2019,1.933950191,NA
ECU,1961,2.831785956,4674172
ECU,1962,2.84789233,4809201
ECU,1963,2.865174906,4948986
ECU,1964,2.885200787,5093854
ECU,1965,2.904546495,5243977
ECU,1966,2.921173088,5399422
ECU,1967,2.930835573,5560012
ECU,1968,2.932245437,5725459
ECU,1969,2.92440673,5895367
ECU,1970,2.908901093,6069376
ECU,1971,2.891245926,6247418
ECU,1972,2.870969666,6429379
ECU,1973,2.84381083,6614843
ECU,1974,2.808878548,6803280
ECU,1975,2.769554389,6994334
ECU,1976,2.728294304,7187787
ECU,1977,2.689478263,7383724
ECU,1978,2.654545526,7582353
ECU,1979,2.625602094,7784072
ECU,1980,2.600928266,7989186
ECU,1981,2.575889456,8197652
ECU,1982,2.550199925,8409397
ECU,1983,2.526811829,8624594
ECU,1984,2.50605396,8843462
ECU,1985,2.486474645,9066109
ECU,1986,2.466164984,9292474
ECU,1987,2.443789201,9522360
ECU,1988,2.419660925,9755579
ECU,1989,2.393243584,9991870
ECU,1990,2.364411356,10230934
ECU,1991,2.333451074,10472475
ECU,1992,2.299960305,10716129
ECU,1993,2.263604202,10961466
ECU,1994,2.224186656,11208001
ECU,1995,2.181622631,11455204
ECU,1996,2.14159625,11703174
ECU,1997,2.099269021,11951452
ECU,1998,2.045603524,12198449
ECU,1999,1.977827643,12442115
ECU,2000,1.902742082,12681123
ECU,2001,1.824913249,12914667
ECU,2002,1.756103468,13143465
ECU,2003,1.706463013,13369678
ECU,2004,1.681486218,13596388
ECU,2005,1.673564212,13825847
ECU,2006,1.675026183,14059384
ECU,2007,1.672866586,14296557
ECU,2008,1.659163647,14535739
ECU,2009,1.628720225,14774424
ECU,2010,1.589348217,15011117
ECU,2011,1.53872479,15243883
ECU,2012,1.498947998,15474102
ECU,2013,1.496886223,15707474
ECU,2014,1.543740767,15951838
ECU,2015,1.617888472,16212020
ECU,2016,1.70688086,16491115
ECU,2017,1.768538648,16785361
ECU,2018,1.765611201,NA
ECU,2019,1.679213179,NA
EGY,1961,2.716295895,27366237
EGY,1962,2.689561053,28112256
EGY,1963,2.664525909,28871383
EGY,1964,2.643836366,29644875
EGY,1965,2.623900828,30433022
EGY,1966,2.609422857,31237600
EGY,1967,2.587778543,32056510
EGY,1968,2.542049012,32881848
EGY,1969,2.467020543,33703139
EGY,1970,2.376971433,34513850
EGY,1971,2.285960805,35311910
EGY,1972,2.214621833,36102659
EGY,1973,2.175164002,36896554
EGY,1974,2.175798623,37708146
EGY,1975,2.205769757,38549142
EGY,1976,2.240871056,39422730
EGY,1977,2.27428644,40329589
EGY,1978,2.318940336,41275736
EGY,1979,2.374211014,42267435
EGY,1980,2.434498886,43309063
EGY,1981,2.488009421,44400113
EGY,1982,2.53335871,45539296
EGY,1983,2.577407567,46728286
EGY,1984,2.619782851,47968642
EGY,1985,2.653914564,49258732
EGY,1986,2.691144556,50602354
EGY,1987,2.708599351,51991700
EGY,1988,2.671253556,53399246
EGY,1989,2.568706852,54788685
EGY,1990,2.426645688,56134475
EGY,1991,2.272174341,57424549
EGY,1992,2.140232291,58666814
EGY,1993,2.04793304,59880658
EGY,1994,2.008964138,61095804
EGY,1995,2.006437925,62334034
EGY,1996,2.013151446,63601629
EGY,1997,2.008942707,64892270
EGY,1998,1.995601608,66200269
EGY,1999,1.967402261,67515591
EGY,2000,1.930382623,68831561
EGY,2001,1.901136361,70152661
EGY,2002,1.881450018,71485043
EGY,2003,1.858612723,72826097
EGY,2004,1.831333842,74172073
EGY,2005,1.805707506,75523569
EGY,2006,1.771855438,76873663
EGY,2007,1.75170475,78232126
EGY,2008,1.778686233,79636079
EGY,2009,1.864470038,81134798
EGY,2010,1.984783112,82761235
EGY,2011,2.113785288,84529250
EGY,2012,2.214742178,86422240
EGY,2013,2.267940686,88404640
EGY,2014,2.25924945,90424654
EGY,2015,2.207038658,92442547
EGY,2016,2.14522549,94447072
EGY,2017,2.09083472,96442593
EGY,2018,2.033262176,NA
EGY,2019,1.976284348,NA
ERI,1961,2.522332065,1033328
ERI,1962,2.59426321,1060486
ERI,1963,2.63984734,1088854
ERI,1964,2.655781586,1118159
ERI,1965,2.650233563,1148189
ERI,1966,2.637467539,1178875
ERI,1967,2.630932136,1210302
ERI,1968,2.636420975,1242635
ERI,1969,2.659245026,1276123
ERI,1970,2.692167593,1310945
ERI,1971,2.726229843,1347176
ERI,1972,2.754300888,1384797
ERI,1973,2.774840333,1423761
ERI,1974,2.785884162,1463983
ERI,1975,2.792374657,1505439
ERI,1976,2.786307515,1547975
ERI,1977,2.78047403,1591620
ERI,1978,2.797181118,1636769
ERI,1979,2.841151524,1683939
ERI,1980,2.89583362,1733416
ERI,1981,2.907841852,1784561
ERI,1982,2.886500223,1836823
ERI,1983,2.883457475,1890558
ERI,1984,2.906067965,1946305
ERI,1985,2.918104236,2003937
ERI,1986,2.991671796,2064794
ERI,1987,2.988045448,2127422
ERI,1988,2.698176005,2185605
ERI,1989,2.062043572,2231141
ERI,1990,1.225550408,2258653
ERI,1991,0.340551987,2266358
ERI,1992,-0.387360745,2257596
ERI,1993,-0.843824551,2238626
ERI,1994,-0.906254632,2218430
ERI,1995,-0.642512632,2204222
ERI,1996,-0.352581758,2196464
ERI,1997,-0.058520241,2195179
ERI,1998,0.511313904,2206432
ERI,1999,1.393998095,2237405
ERI,2000,2.428957109,2292416
ERI,2001,3.527409475,2374722
ERI,2002,4.38047041,2481058
ERI,2003,4.720052368,2600973
ERI,2004,4.467384542,2719803
ERI,2005,3.853599765,2826659
ERI,2006,3.187325236,2918205
ERI,2007,2.648825363,2996536
ERI,2008,2.18657189,3062779
ERI,2009,1.84846867,3119920
ERI,2010,1.606144198,3170435
ERI,2011,1.363875294,3213972
ERI,2012,NA,NA
ERI,2013,NA,NA
ERI,2014,NA,NA
ERI,2015,NA,NA
ERI,2016,NA,NA
ERI,2017,NA,NA
ERI,2018,NA,NA
ERI,2019,NA,NA
ESP,1961,0.929015535,30739250
ESP,1962,0.920032287,31023366
ESP,1963,0.877043252,31296651
ESP,1964,0.993696426,31609195
ESP,1965,1.085844742,31954292
ESP,1966,1.024027852,32283194
ESP,1967,1.230665818,32682947
ESP,1968,1.307655786,33113134
ESP,1969,0.98543056,33441054
ESP,1970,1.110631449,33814531
ESP,1971,1.205084833,34224490
